benchmark,topology,task_id,run,outcome,vote_options,vote_total,entropy_bits,normalized_entropy,max_vote_share,single_option
browsecomp,group_chat_debate,781,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,781,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,783,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,group_chat_debate,783,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,783,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,784,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,784,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,784,run_2,fail,2,2,1.0,1.0,0.5,0
browsecomp,group_chat_debate,785,run_0,success,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,785,run_1,success,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,785,run_2,success,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,786,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,787,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,787,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,787,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,788,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,788,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,788,run_2,fail,2,2,1.0,1.0,0.5,0
browsecomp,group_chat_debate,790,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,790,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,790,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,791,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,791,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,792,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,792,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,793,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,group_chat_debate,793,run_1,fail,2,2,1.0,1.0,0.5,0
browsecomp,group_chat_debate,793,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,794,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,794,run_1,fail,2,2,1.0,1.0,0.5,0
browsecomp,group_chat_debate,794,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,796,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,796,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,796,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,797,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,797,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,797,run_2,fail,2,2,1.0,1.0,0.5,0
browsecomp,group_chat_debate,798,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,798,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,800,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,800,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,800,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,801,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,801,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,802,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,802,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,804,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,804,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,804,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,805,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,805,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,806,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,806,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,group_chat_debate,806,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,769,run_0,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,770,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,770,run_1,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,770,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,771,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,771,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,771,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,772,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,772,run_1,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,772,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,773,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,773,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,773,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,774,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,774,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,774,run_2,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,775,run_0,fail,3,3,1.584962500721156,0.9999999999999999,0.3333333333333333,0
browsecomp,only_voting,775,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,775,run_2,success,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,776,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,776,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,776,run_2,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,778,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,778,run_1,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,778,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,781,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,781,run_1,fail,1,4,-0.0,0.0,1.0,1
browsecomp,only_voting,781,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,783,run_0,success,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,783,run_1,success,2,4,0.8112781244591328,0.8112781244591328,0.75,0
browsecomp,only_voting,783,run_2,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,784,run_0,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,784,run_1,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,784,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,785,run_0,success,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,785,run_1,success,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,785,run_2,success,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,786,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,786,run_1,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,786,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,787,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,787,run_1,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,787,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,788,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,788,run_1,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,788,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,790,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,790,run_1,success,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,790,run_2,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,791,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,791,run_1,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,791,run_2,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,792,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,792,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,792,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,793,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,793,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,793,run_2,fail,3,3,1.584962500721156,0.9999999999999999,0.3333333333333333,0
browsecomp,only_voting,794,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,794,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,794,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,796,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,796,run_1,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
browsecomp,only_voting,796,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,797,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,797,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,797,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,798,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,798,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,798,run_2,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,800,run_0,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,800,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,800,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,801,run_0,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,801,run_1,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
browsecomp,only_voting,801,run_2,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,802,run_0,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,802,run_1,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,802,run_2,fail,2,2,1.0,1.0,0.5,0
browsecomp,only_voting,804,run_0,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,804,run_1,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,804,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
browsecomp,only_voting,805,run_0,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,805,run_1,fail,1,2,-0.0,0.0,1.0,1
browsecomp,only_voting,805,run_2,fail,1,1,-0.0,0.0,1.0,1
browsecomp,only_voting,806,run_1,fail,1,3,-0.0,0.0,1.0,1
browsecomp,only_voting,806,run_2,fail,1,3,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,0,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,0,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,0,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,1,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,1,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,1,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,10,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,10,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,11,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,11,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,11,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,12,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,12,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,13,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,13,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,13,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,14,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,14,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,14,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,15,run_0,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,15,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,15,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,16,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,16,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,16,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,17,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,17,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,17,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,18,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,18,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,19,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,19,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,19,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,2,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,2,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,2,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,20,run_0,success,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,20,run_1,success,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,20,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,21,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,21,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,22,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,22,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,22,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,23,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,23,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,23,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,24,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,24,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,24,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,25,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,25,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,25,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,26,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,26,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,26,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,27,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,27,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,27,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,28,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,28,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,28,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,29,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,29,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,29,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,3,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,3,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,3,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,4,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,4,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,group_chat_debate,4,run_2,fail,1,1,-0.0,0.0,1.0,1
